JobId,DownloadDuration_Sim,UploadDuration_Sim
32913815,9.522366912860889,1.1096667484416685
32913852,21.281441078879652,1.1100146412281902
32913842,9.261033434680257,1.0776100293333002
32913834,9.615260533762921,1.138829465424351
32913859,10.05682118196819,1.1101997876176029
32913848,9.295278363613761,1.0757601984078065
32913853,9.522366912860889,1.111967144319351
32913840,9.47556682515642,1.111289057720569
32913806,10.05682118196819,1.1123062783517526
32913825,10.092343140939192,1.2346891951165162
32913872,10.056821181904525,1.1099769175270922
32913837,9.522366912799043,1.1100043237092905
32913860,9.21708853797827,1.0630850615125382
32913839,37.40336784906685,1.1129046288697282
32913822,9.269855892587657,1.0750374767594622
32913891,9.269855892587657,1.0743588210898452
32913855,9.261033434650017,1.074502194285742
32913820,9.27268910499697,1.0752274643891724
32913846,9.87653272042553,1.0763724045973504
32913812,10.05682118196819,1.1132893711328506
32913866,9.219921750387584,1.064562150175334
32913831,9.269855892587657,1.0755850478963112
32913821,10.056821181904525,1.111001808247238
32913849,9.21708853797827,1.0641604017218924
32913863,9.20826608004063,1.0642832305893535
32913879,9.27268910499697,1.0750051551076467
32913838,10.673597497705487,1.234275669346971
32913847,9.20826608004063,1.0643859109986806
32913824,9.21708853797827,1.0646871233693673
32913813,9.475566825094575,1.111532521652407
32913804,9.522366912799043,1.1120440680388128
32913854,9.261033434650017,1.0749505076892092
32913865,9.261033434650017,1.0750307798516587
32913880,9.261033434650017,1.0749145819136174
32917410,9.21708853803284,1.0626041130599333
32917409,9.21708853803284,1.0628047481150134
32917928,9.269855892605847,1.0739263674840913
32913884,9.261033434650017,1.0746843303713831
32913830,9.219921750387584,1.064325259452744
32913881,9.261033434650017,1.0753650561455288
32913875,9.27268910499697,1.0744283551102853
32913808,9.27268910499697,1.074806639648159
32913878,9.21708853797827,1.0642046986322384
32917406,9.2082660800952,1.0628997006933787
32913862,9.261033434650017,1.0749460540828295
32913857,9.27268910499697,1.0755247674824204
32917408,9.2082660800952,1.062828624402755
32913807,9.27268910499697,1.0748190520171192
32913868,9.21708853797827,1.0641299357448588
32913870,9.21708853797827,1.064126785226108
32913805,9.21708853797827,1.0643028594568023
32917407,9.2082660800952,1.0628991728590336
32913826,9.269855892587657,1.0753506149048917
32913876,9.21708853797827,1.064603692444507
32913888,9.219921750387584,1.0646379769823398
32913896,9.20826608004063,1.0645199646096444
32913798,9.261033434650017,1.0750115963455755
32913892,9.21708853797827,1.0647013089401298
32913800,9.261033434650017,1.075318326242268
32913890,9.20826608004063,1.0640245996619342
32913803,9.219921750387584,1.0642308512033196
32913885,9.21708853797827,1.064290265640011
32913814,9.27268910499697,1.0758484210891766
32913886,9.219921750387584,1.0644456305890344
32913864,9.21708853797827,1.0643225213134428
32913843,9.261033434650017,1.074944511812646
32913887,9.20826608004063,1.0641240883196588
32913889,9.269855892587657,1.0762938314001076
32917915,9.269855892605847,1.0731188458303222
32913882,9.261033434650017,1.0746167262477684
32913873,9.261033434650017,1.0747585819117376
32913874,9.219921750387584,1.0642513295606477
32913894,9.27268910499697,1.075458219027496
32913895,9.219921750387584,1.064470801720745
32913809,9.20826608004063,1.0641545707912883
32917919,9.269855892605847,1.073412363359239
32913833,9.27268910499697,1.075768520058773
32917917,9.272689105018799,1.4136637592309853
32913811,9.27268910499697,1.07487897779356
32913897,9.219921750387584,1.0641043604846345
32913883,9.219921750387584,1.0641184388368856
32913877,9.269855892587657,1.0750732540836907
32913818,9.20826608004063,1.0646332924443414
32913845,211.12706776878622,1.352156715845922
32921382,116.24877348767768,2.7346012539055664
32921381,107.70427379827015,2.7348201648856048
32921383,107.70427379827015,2.7348224069864955
32921374,107.70427379827015,2.732581524993293
32921388,107.69805987797736,2.7349518375849584
32921389,107.70427379827015,2.7332798387797084
32921384,152.13046231426415,2.735335033707088
32921378,107.69805987797736,2.7338207975553814
32921377,107.71545413331478,2.7142849293886684
32921380,107.70427379827015,2.7354145265271654
32921386,107.69805987797736,2.734141826222185
32921375,107.71545413331478,2.731276823731605
32921387,107.71545413331478,2.3397657552559394
32921379,107.71545413331478,2.733386440668255
32921390,107.71545413331478,2.73542410643131
32921385,24.957849434780655,1.3285416415747022
32923147,174.42189196305117,1.0567712800984737
