JobId,DownloadDuration_Sim,UploadDuration_Sim
32913815,7.28613063505145,1.1161717484465044
32913852,7.28613063505145,1.116519641233026
32913842,7.177957558128526,1.084115029338136
32913834,7.36994686021535,1.1453344654291868
32913859,7.28613063505145,1.1167047876224387
32913848,7.177957558125854,1.0822651984126423
32913853,7.28613063505145,1.118472144324187
32913840,7.28613063505145,1.1177940577254049
32913806,7.28613063505145,1.1188112783493125
32913825,7.656196424521113,1.2411941951140761
32913872,7.286130635035079,1.116481917524652
32913837,7.286130635035079,1.1165093237068504
32913860,15.26800084795832,1.0695900615100982
32913839,7.28613063505145,1.1194096288672881
32913822,7.177957558120397,1.081542476757022
32913891,7.177957558120397,1.080863821087405
32913855,7.177957558120397,1.081007194283302
32913820,7.177957558120397,1.0817324643867323
32913846,7.177957558125854,1.0828774045949103
32913812,7.28613063505145,1.1197943711304106
32913866,7.146297145354765,1.071067150172894
32913831,7.177957558120397,1.082090047893871
32913821,7.286130635035079,1.1175068082447979
32913849,7.146297145354765,1.0706654017194523
32913863,7.146297145354765,1.0707882305869134
32913879,7.177957558120397,1.0815101551052066
32913838,7.656196424515656,1.240780669344531
32913847,15.307032497639739,1.0708909109962406
32913824,7.146297145354765,1.0711921233669273
32913813,7.286130635035079,1.118037521649967
32913804,7.286130635035079,1.1185490680363728
32913854,7.177957558120397,1.0814555076867691
32913865,7.177957558120397,1.0815357798492187
32913880,7.177957558120397,1.0814195819111774
32917409,7.146297145372955,1.0693097481125733
32917410,15.228970847965684,1.0691091130574932
32917928,7.177957558116759,1.0804313674816513
32913884,7.177957558120397,1.081189330368943
32913830,7.146297145354765,1.0708302594503039
32913881,7.177957558120397,1.0818700561430887
32913875,7.177957558120397,1.0809333551078453
32913808,11.21242614453513,1.081311639645719
32913878,11.180765731769498,1.0707096986297984
32913862,7.177957558120397,1.0814510540803894
32913857,7.177957558120397,1.0820297674799804
32917406,15.268000847965595,1.0694047006909386
32917408,15.307032497650653,1.0693336244003149
32913807,11.23880982184346,1.0813240520146792
32913868,11.207149409077829,1.0706349357424187
32913870,11.207149409077829,1.070631785223668
32913805,7.146297145354765,1.0708078594543622
32917407,7.146297145372955,1.0694041728565935
32913826,7.177957558120397,1.0818556149024516
32913876,7.146297145354765,1.071108692442067
32913888,7.146297145354765,1.0711429769798997
32913896,7.146297145354765,1.097594734528684
32913798,7.177957558120397,1.1080863662646152
32913892,7.146297145354765,1.0712063089376898
32913800,7.177957558120397,1.081823326239828
32913890,7.146297145354765,1.0705295996594941
32913803,7.146297145354765,1.0707358512008796
32913885,7.146297145354765,1.070795265637571
32913814,7.177957558120397,1.0823534210867365
32913864,7.146297145354765,1.0708275213110028
32913886,15.228970847958408,1.0709506305865943
32913843,7.177957558120397,1.0814495118102059
32913887,7.146297145354765,1.0706290883172187
32913889,7.177957558120397,1.0827988313976675
32917915,7.177957558116759,1.0796238458278822
32913882,7.177957558120397,1.0811217262453283
32913873,11.265193499151792,1.0812635819092975
32913874,11.23353308638616,1.0707563295582077
32913894,7.177957558120397,1.0819632190250559
32913895,7.146297145354765,1.0709758017183049
32913809,7.146297145354765,1.0706595707888482
32917919,7.177957558116759,1.0799173633567989
32917917,7.177957558116759,1.0801541963446653
32913833,7.177957558120397,1.4266737592261052
32913811,7.177957558120397,1.0813839777911198
32913897,7.146297145354765,1.0706093604821945
32913883,7.146297145354765,1.0706234388344456
32913877,11.23880982184346,1.0815782540812506
32913818,7.146297145354765,1.0711382924419013
32913845,7.177957558116759,1.0853792190609965
32921382,7.350464780232869,1.1379018655716209
32921381,7.350464780232869,1.1379107233078685
32921384,7.350464780232869,1.4825859150732867
32921383,7.350464780232869,1.13791081403906
32921374,7.350464780232869,1.1378201418701792
32921388,7.350464780232869,1.1379160511423834
32921389,7.350464780232869,1.1378483975422569
32921378,7.350464780232869,1.1378702861984493
32921377,7.350464780232869,1.137079811975127
32921380,7.350464780232869,1.137934772792505
32921386,7.350464780232869,1.1378832758928183
32921375,11.411318407350336,1.1377673501119716
32921387,11.411318407350336,1.1219257501215907
32921379,7.350464780232869,1.1378527109336574
32921390,7.350464780232869,1.137935160426423
32921385,7.177957558189519,1.0804232602968113
32923147,109.80340286961291,1.0632762800960336
