inputs/gate/gate.sh.tar.gz,73039,tbn18.nikhef.nl:ccsrm02.in2p3.fr:marsedpm.in2p3.fr
inputs/gate/release_Gate7.1_all.tar.gz,501843312,bohr3226.tier2.hep.manchester.ac.uk:srm-biomed.gridpp.rl.ac.uk:sbgse1.in2p3.fr:ccsrm02.in2p3.fr:marsedpm.in2p3.fr
inputs/gate/file-27434930370786.zip,6901,dc2-grid-64.brunel.ac.uk
inputs/merge/merge.sh.tar.gz,90104427,marsedpm.in2p3.fr
inputs/merge/file-27434930370786.zip,6901,dc2-grid-64.brunel.ac.uk
